3095564;1;5910;24.23;transaction 1
8610833;2;8512;17.01;transaction 2
1494778;3;7749;46.95;transaction 3
1209154;4;9175;80.95;transaction 4
3711950;5;1475;69.38;transaction 5
2781650;6;4565;5.57;transaction 6
3372659;7;2992;88.86;transaction 7
3991704;8;6116;23.16;transaction 8
3564403;9;6253;44.33;transaction 9
3357358;10;6303;89.44;transaction 10
3980630;11;4622;46.55;transaction 11
1804134;12;4565;13.28;transaction 12
8539311;13;6240;57.96;transaction 13
2604478;14;4038;52.87;transaction 14
3058594;15;1349;90.08;transaction 15
1770034;16;9379;59.78;transaction 16
2438191;17;1860;41.92;transaction 17
2003723;18;8319;92.83;transaction 18
8510295;19;7697;55.3;transaction 19
6106717;20;9828;63.57;transaction 20
1634422;21;6357;26.47;transaction 21
1773429;22;6297;33.02;transaction 22
3577799;23;3904;15.25;transaction 23
3072163;24;6067;79.29;transaction 24
3345594;25;3764;49.5;transaction 25
1278944;26;8512;20.41;transaction 26
4838049;27;6760;89.95;transaction 27
3844017;28;1892;100.42;transaction 28
2004896;29;5317;60.62;transaction 29
6965629;30;2618;44.63;transaction 30
3051347;31;6992;53.01;transaction 31
6691103;32;4916;65.16;transaction 32
7979432;33;8547;86.92;transaction 33
3082894;34;3017;57.16;transaction 34
2898421;35;4957;70.09;transaction 35
1616196;36;7069;24.97;transaction 36
3079478;37;4671;69.58;transaction 37
3699372;38;6844;24.44;transaction 38
3983967;39;1497;6.22;transaction 39
3060240;40;9270;5.25;transaction 40
2100656;41;1356;38.63;transaction 41
1956188;42;3061;46.15;transaction 42
2796007;43;5509;16.26;transaction 43
6967200;44;7224;58.45;transaction 44
8631286;45;2573;87.12;transaction 45
5176011;46;7434;43.76;transaction 46
4607455;47;7697;60.79;transaction 47
4596076;48;3934;20.9;transaction 48
2438437;49;5495;25.06;transaction 49
1013878;50;5875;93.32;transaction 50
1017257;51;3732;55;transaction 51
1614754;52;7712;15.1;transaction 52
5190534;53;2685;70.51;transaction 53
1998479;54;8916;35.67;transaction 54
1796214;55;8363;54.17;transaction 55
3341941;56;4836;2.84;transaction 56
3602875;57;6402;74.61;transaction 57
1622007;58;7827;93.27;transaction 58
3081988;59;9736;67;transaction 59
1771061;60;5805;93.32;transaction 60
1646727;61;2531;78.94;transaction 61
7531322;62;1289;3.7;transaction 62
8617490;63;6115;51.1;transaction 63
5378689;64;1372;3.25;transaction 64
2298145;65;2551;25.59;transaction 65
6416388;66;2506;4.17;transaction 66
1757791;67;6713;87.26;transaction 67
2805698;68;2419;78.81;transaction 68
1990913;69;5762;13.46;transaction 69
4616828;70;4953;24.62;transaction 70
2900438;71;9009;71.8;transaction 71
3091306;72;3335;14.64;transaction 72
4851534;73;5450;59.38;transaction 73
1958659;74;5620;14.73;transaction 74
3051735;75;3237;17.3;transaction 75
4333029;76;6164;46.33;transaction 76
1199977;77;6505;17.99;transaction 77
7741986;78;9986;18.36;transaction 78
1236070;79;9449;89.24;transaction 79
3727601;80;7871;57.05;transaction 80
3396044;81;5934;48.26;transaction 81
4813804;82;3927;50.61;transaction 82
2759208;83;6380;22.2;transaction 83
3048269;84;8821;52.6;transaction 84
3327429;85;9313;74.68;transaction 85
1273833;86;4006;15.72;transaction 86
3051023;87;7578;72.75;transaction 87
1626692;88;6409;29.09;transaction 88
2091805;89;1789;28.55;transaction 89
6419669;90;3407;39.05;transaction 90
2299667;91;3275;1.25;transaction 91
3346170;92;7080;62.74;transaction 92
5401102;93;6611;73.31;transaction 93
6678611;94;6008;57.51;transaction 94
3393703;95;3534;6.65;transaction 95
5175322;96;9499;53.21;transaction 96
4851363;97;3225;69.15;transaction 97
2288020;98;6155;26.07;transaction 98
4888640;99;4332;46.46;transaction 99
3054076;100;3929;54.21;transaction 100
4793426;101;1936;93.29;transaction 101
1622217;102;7364;38.35;transaction 102
1005511;103;8472;73.95;transaction 103
3569037;104;1384;41.72;transaction 104
4848292;105;1598;80.99;transaction 105
6964783;106;9947;4.6;transaction 106
4015222;107;8107;82.2;transaction 107
3042451;108;2903;67.22;transaction 108
5406099;109;5197;69.52;transaction 109
4322980;110;7326;53.66;transaction 110
6382007;111;4867;41.8;transaction 111
5396694;112;9539;98.27;transaction 112
2099271;113;5049;32.47;transaction 113
2602032;114;1350;81.25;transaction 114
7494703;115;5690;54.81;transaction 115
4454664;116;2806;7.62;transaction 116
4871437;117;2065;76.19;transaction 117
3333357;118;3725;81.91;transaction 118
3365497;119;4600;15.22;transaction 119
8596846;120;2320;85.3;transaction 120
6382570;121;1656;67.86;transaction 121
8607965;122;1177;21.13;transaction 122
3699956;123;2605;39.64;transaction 123
1775210;124;6035;66.08;transaction 124
6698261;125;8406;66.03;transaction 125
1780224;126;9220;62.27;transaction 126
2095682;127;1574;92.91;transaction 127
3394506;128;1454;15.83;transaction 128
8799241;129;4779;37.79;transaction 129
5190801;130;1085;82.63;transaction 130
5662604;131;7556;16;transaction 131
4012219;132;1911;63.98;transaction 132
4624248;133;7244;76.69;transaction 133
6685207;134;2997;73.58;transaction 134
3075202;135;8498;21.15;transaction 135
4130363;136;4367;94.98;transaction 136
2450368;137;6732;30.11;transaction 137
1648094;138;4242;2.22;transaction 138
8583838;139;2991;87.4;transaction 139
1257131;140;2424;63.59;transaction 140
7984422;141;9051;62.66;transaction 141
1962223;142;7569;65.47;transaction 142
8336834;143;1853;49.52;transaction 143
1776069;144;3215;97.46;transaction 144
2588173;145;4409;10.08;transaction 145
8525767;146;4917;30.94;transaction 146
6430135;147;5877;94.22;transaction 147
4613480;148;8960;16.85;transaction 148
4848812;149;2384;63.4;transaction 149
1786978;150;8292;97.32;transaction 150
1982756;151;1742;2.16;transaction 151
1967131;152;9413;68.23;transaction 152
5396331;153;4829;9.39;transaction 153
4011035;154;8738;39.08;transaction 154
5179930;155;6539;17.84;transaction 155
1625544;156;4565;51.69;transaction 156
3319037;157;8091;84.28;transaction 157
2105070;158;7072;44.83;transaction 158
8624295;159;4765;83.77;transaction 159
1968308;160;6207;33.94;transaction 160
3044388;161;3008;29.75;transaction 161
4335037;162;2773;92.43;transaction 162
4333716;163;7992;13.38;transaction 163
8523353;164;5096;27.32;transaction 164
4784982;165;4685;48.13;transaction 165
6709050;166;9468;92.39;transaction 166
2903861;167;2028;45.39;transaction 167
1954187;168;2498;31.85;transaction 168
3699098;169;5687;58.13;transaction 169
3385432;170;7865;17.08;transaction 170
2432797;171;1752;96.54;transaction 171
4132147;172;2555;100.78;transaction 172
2575973;173;9186;74.8;transaction 173
3589029;174;5545;64.65;transaction 174
4794243;175;5023;49.81;transaction 175
2784275;176;3626;2.18;transaction 176
6384809;177;5899;64.65;transaction 177
2778639;178;3604;12.22;transaction 178
1759739;179;4087;27.38;transaction 179
8585636;180;2253;64.74;transaction 180
2900930;181;7398;14.98;transaction 181
1804426;182;2489;15.96;transaction 182
7516103;183;3833;9.78;transaction 183
2794967;184;3476;5.39;transaction 184
1003970;185;4205;92.92;transaction 185
2451712;186;5154;45.36;transaction 186
8526762;187;5372;15.36;transaction 187
2450941;188;5454;57.4;transaction 188
1642426;189;1342;24.54;transaction 189
3100762;190;7841;59.27;transaction 190
2438832;191;6630;22.2;transaction 191
3036295;192;2026;51.15;transaction 192
4798583;193;7067;6.02;transaction 193
3562263;194;4437;12.42;transaction 194
1964498;195;9854;99.94;transaction 195
2300087;196;4584;86.63;transaction 196
2790876;197;4396;66.3;transaction 197
1761989;198;6244;79.94;transaction 198
1957692;199;1339;71.23;transaction 199
3979591;200;8705;91.25;transaction 200
1646061;201;8897;13.33;transaction 201
3397242;202;5664;32.55;transaction 202
5194244;203;7501;63.98;transaction 203
6382053;204;3383;69.78;transaction 204
3397534;205;5260;5.21;transaction 205
8526221;206;8435;62.4;transaction 206
2601860;207;2718;30.09;transaction 207
1946596;208;4969;52.52;transaction 208
1992145;209;7153;77.48;transaction 209
1947221;210;5020;7.11;transaction 210
4604555;211;1936;51.41;transaction 211
3083067;212;5267;48.66;transaction 212
5397807;213;4623;79.81;transaction 213
3607274;214;8786;26.02;transaction 214
8547728;215;6308;65.34;transaction 215
1795258;216;3781;84.28;transaction 216
4830740;217;7859;1.81;transaction 217
3706322;218;4205;33.12;transaction 218
1780352;219;1163;94.38;transaction 219
8568067;220;1122;43.23;transaction 220
4784053;221;5591;1.7;transaction 221
2420421;222;9998;97.98;transaction 222
1963243;223;6769;19.79;transaction 223
1952453;224;4813;3.81;transaction 224
4596539;225;6445;89.27;transaction 225
2762389;226;5617;74.02;transaction 226
5857013;227;6199;83.59;transaction 227
8631585;228;6450;80.55;transaction 228
3591336;229;1249;94.57;transaction 229
4875859;230;5091;84.19;transaction 230
3587551;231;7908;12.03;transaction 231
8616035;232;1758;5.69;transaction 232
3991412;233;6377;34.81;transaction 233
1487883;234;1492;14.31;transaction 234
1772626;235;5382;10.12;transaction 235
2283976;236;6631;85.36;transaction 236
4336299;237;3803;100.98;transaction 237
1001438;238;5198;14.77;transaction 238
1269490;239;2047;8.32;transaction 239
3852131;240;7786;85.93;transaction 240
2604268;241;6014;27.14;transaction 241
3996936;242;4065;63.08;transaction 242
6967879;243;8095;18.15;transaction 243
2779246;244;3708;80.04;transaction 244
8572489;245;9487;81.28;transaction 245
1635660;246;9454;49.18;transaction 246
6413820;247;3779;15.35;transaction 247
2894266;248;6690;25.78;transaction 248
8546505;249;8440;46.46;transaction 249
6116056;250;4340;72.89;transaction 250
1646588;251;1373;61;transaction 251
4874682;252;8968;5;transaction 252
7499305;253;7034;70.67;transaction 253
3851225;254;5698;75.66;transaction 254
6399095;255;2954;30.3;transaction 255
1017093;256;4338;55.2;transaction 256
3704481;257;8308;60.17;transaction 257
5409362;258;1386;20.01;transaction 258
2790424;259;8386;51.98;transaction 259
3986568;260;3012;94.63;transaction 260
1289588;261;5885;94.7;transaction 261
4098104;262;2589;42.78;transaction 262
1276078;263;7856;27.83;transaction 263
2760623;264;9079;8.38;transaction 264
2567389;265;5222;12.81;transaction 265
2102899;266;6386;94.88;transaction 266
6682645;267;7393;59.61;transaction 267
4830561;268;8059;73.49;transaction 268
4134358;269;6539;55.26;transaction 269
6380006;270;8710;60.94;transaction 270
4831962;271;7171;18.53;transaction 271
4813793;272;6812;12.54;transaction 272
3041374;273;8135;88.03;transaction 273
4008594;274;4602;1.22;transaction 274
8581303;275;5818;17.3;transaction 275
4009027;276;9696;24.79;transaction 276
3344108;277;6601;45.73;transaction 277
2576751;278;4575;79.4;transaction 278
3336595;279;8128;51.73;transaction 279
1265719;280;4629;53.55;transaction 280
3985644;281;3455;43.88;transaction 281
8529363;282;2566;44.76;transaction 282
3869789;283;2028;20.75;transaction 283
2895197;284;1630;61.69;transaction 284
2805770;285;9421;39.65;transaction 285
4608831;286;7031;41.49;transaction 286
3868388;287;9849;9.29;transaction 287
3376060;288;4423;23.75;transaction 288
6709260;289;9846;13.56;transaction 289
1010743;290;3961;4.57;transaction 290
1641662;291;6956;59.96;transaction 291
6406522;292;6591;66.32;transaction 292
1802635;293;1861;96.12;transaction 293
3601823;294;2759;4.38;transaction 294
3049645;295;5977;2.89;transaction 295
6411551;296;3526;23.87;transaction 296
1635111;297;5963;28;transaction 297
6991660;298;6921;26.59;transaction 298
6420618;299;4884;64.86;transaction 299
1013892;300;8301;22.16;transaction 300
1266632;301;1297;17.2;transaction 301
2596113;302;1734;21.27;transaction 302
1787012;303;3459;22.1;transaction 303
5194205;304;7641;35.23;transaction 304
8530480;305;5948;12.03;transaction 305
1996550;306;7067;2.37;transaction 306
5395650;307;6960;79.46;transaction 307
1485487;308;2097;8.46;transaction 308
8335935;309;8440;18.13;transaction 309
1494881;310;3848;56.32;transaction 310
3053939;311;6725;90.38;transaction 311
6990066;312;5884;10.93;transaction 312
7735378;313;1559;82.89;transaction 313
1979703;314;6593;78.8;transaction 314
6692949;315;9049;10.56;transaction 315
1018804;316;7784;57.36;transaction 316
7980720;317;6572;3.45;transaction 317
6679760;318;1932;35.84;transaction 318
8549370;319;5830;57.02;transaction 319
1621407;320;5501;83.22;transaction 320
1002586;321;1092;93.16;transaction 321
3863081;322;7100;38.61;transaction 322
5366150;323;4195;93.42;transaction 323
4136099;324;6025;83.03;transaction 324
3730818;325;2370;41.55;transaction 325
3858127;326;9662;82.72;transaction 326
4597922;327;1943;34.79;transaction 327
8591984;328;2086;10.3;transaction 328
6113890;329;2835;88.91;transaction 329
6110352;330;9301;81.35;transaction 330
3988925;331;5657;75.68;transaction 331
3997010;332;9181;48.61;transaction 332
1285636;333;4949;44.91;transaction 333
4864528;334;2273;21.74;transaction 334
2786828;335;1087;12.58;transaction 335
