1;3095564;5910;24.23;transaction 1
2;8610833;8512;17.01;transaction 2
3;1494778;7749;46.95;transaction 3
4;1209154;9175;80.95;transaction 4
5;3711950;1475;69.38;transaction 5
6;2781650;4565;5.57;transaction 6
7;3372659;2992;88.86;transaction 7
8;3991704;6116;23.16;transaction 8
9;3564403;6253;44.33;transaction 9
10;3357358;6303;89.44;transaction 10
11;3980630;4622;46.55;transaction 11
12;1804134;4565;13.28;transaction 12
13;8539311;6240;57.96;transaction 13
14;2604478;4038;52.87;transaction 14
15;3058594;1349;90.08;transaction 15
16;1770034;9379;59.78;transaction 16
17;2438191;1860;41.92;transaction 17
18;2003723;8319;92.83;transaction 18
19;8510295;7697;55.3;transaction 19
20;6106717;9828;63.57;transaction 20
21;1634422;6357;26.47;transaction 21
22;1773429;6297;33.02;transaction 22
23;3577799;3904;15.25;transaction 23
24;3072163;6067;79.29;transaction 24
25;3345594;3764;49.5;transaction 25
26;1278944;8512;20.41;transaction 26
27;4838049;6760;89.95;transaction 27
28;3844017;1892;100.42;transaction 28
29;2004896;5317;60.62;transaction 29
30;6965629;2618;44.63;transaction 30
31;3051347;6992;53.01;transaction 31
32;6691103;4916;65.16;transaction 32
33;7979432;8547;86.92;transaction 33
34;3082894;3017;57.16;transaction 34
35;2898421;4957;70.09;transaction 35
36;1616196;7069;24.97;transaction 36
37;3079478;4671;69.58;transaction 37
38;3699372;6844;24.44;transaction 38
39;3983967;1497;6.22;transaction 39
40;3060240;9270;5.25;transaction 40
41;2100656;1356;38.63;transaction 41
42;1956188;3061;46.15;transaction 42
43;2796007;5509;16.26;transaction 43
44;6967200;7224;58.45;transaction 44
45;8631286;2573;87.12;transaction 45
46;5176011;7434;43.76;transaction 46
47;4607455;7697;60.79;transaction 47
48;4596076;3934;20.9;transaction 48
49;2438437;5495;25.06;transaction 49
50;1013878;5875;93.32;transaction 50
51;1017257;3732;55;transaction 51
52;1614754;7712;15.1;transaction 52
53;5190534;2685;70.51;transaction 53
54;1998479;8916;35.67;transaction 54
55;1796214;8363;54.17;transaction 55
56;3341941;4836;2.84;transaction 56
57;3602875;6402;74.61;transaction 57
58;1622007;7827;93.27;transaction 58
59;3081988;9736;67;transaction 59
60;1771061;5805;93.32;transaction 60
61;1646727;2531;78.94;transaction 61
62;7531322;1289;3.7;transaction 62
63;8617490;6115;51.1;transaction 63
64;5378689;1372;3.25;transaction 64
65;2298145;2551;25.59;transaction 65
66;6416388;2506;4.17;transaction 66
67;1757791;6713;87.26;transaction 67
68;2805698;2419;78.81;transaction 68
69;1990913;5762;13.46;transaction 69
70;4616828;4953;24.62;transaction 70
71;2900438;9009;71.8;transaction 71
72;3091306;3335;14.64;transaction 72
73;4851534;5450;59.38;transaction 73
74;1958659;5620;14.73;transaction 74
75;3051735;3237;17.3;transaction 75
76;4333029;6164;46.33;transaction 76
77;1199977;6505;17.99;transaction 77
78;7741986;9986;18.36;transaction 78
79;1236070;9449;89.24;transaction 79
80;3727601;7871;57.05;transaction 80
81;3396044;5934;48.26;transaction 81
82;4813804;3927;50.61;transaction 82
83;2759208;6380;22.2;transaction 83
84;3048269;8821;52.6;transaction 84
85;3327429;9313;74.68;transaction 85
86;1273833;4006;15.72;transaction 86
87;3051023;7578;72.75;transaction 87
88;1626692;6409;29.09;transaction 88
89;2091805;1789;28.55;transaction 89
90;6419669;3407;39.05;transaction 90
91;2299667;3275;1.25;transaction 91
92;3346170;7080;62.74;transaction 92
93;5401102;6611;73.31;transaction 93
94;6678611;6008;57.51;transaction 94
95;3393703;3534;6.65;transaction 95
96;5175322;9499;53.21;transaction 96
97;4851363;3225;69.15;transaction 97
98;2288020;6155;26.07;transaction 98
99;4888640;4332;46.46;transaction 99
100;3054076;3929;54.21;transaction 100
101;4793426;1936;93.29;transaction 101
102;1622217;7364;38.35;transaction 102
103;1005511;8472;73.95;transaction 103
104;3569037;1384;41.72;transaction 104
105;4848292;1598;80.99;transaction 105
106;6964783;9947;4.6;transaction 106
107;4015222;8107;82.2;transaction 107
108;3042451;2903;67.22;transaction 108
109;5406099;5197;69.52;transaction 109
110;4322980;7326;53.66;transaction 110
111;6382007;4867;41.8;transaction 111
112;5396694;9539;98.27;transaction 112
113;2099271;5049;32.47;transaction 113
114;2602032;1350;81.25;transaction 114
115;7494703;5690;54.81;transaction 115
116;4454664;2806;7.62;transaction 116
117;4871437;2065;76.19;transaction 117
118;3333357;3725;81.91;transaction 118
119;3365497;4600;15.22;transaction 119
120;8596846;2320;85.3;transaction 120
121;6382570;1656;67.86;transaction 121
122;8607965;1177;21.13;transaction 122
123;3699956;2605;39.64;transaction 123
124;1775210;6035;66.08;transaction 124
125;6698261;8406;66.03;transaction 125
126;1780224;9220;62.27;transaction 126
127;2095682;1574;92.91;transaction 127
128;3394506;1454;15.83;transaction 128
129;8799241;4779;37.79;transaction 129
130;5190801;1085;82.63;transaction 130
131;5662604;7556;16;transaction 131
132;4012219;1911;63.98;transaction 132
133;4624248;7244;76.69;transaction 133
134;6685207;2997;73.58;transaction 134
135;3075202;8498;21.15;transaction 135
136;4130363;4367;94.98;transaction 136
137;2450368;6732;30.11;transaction 137
138;1648094;4242;2.22;transaction 138
139;8583838;2991;87.4;transaction 139
140;1257131;2424;63.59;transaction 140
141;7984422;9051;62.66;transaction 141
142;1962223;7569;65.47;transaction 142
143;8336834;1853;49.52;transaction 143
144;1776069;3215;97.46;transaction 144
145;2588173;4409;10.08;transaction 145
146;8525767;4917;30.94;transaction 146
147;6430135;5877;94.22;transaction 147
148;4613480;8960;16.85;transaction 148
149;4848812;2384;63.4;transaction 149
150;1786978;8292;97.32;transaction 150
151;1982756;1742;2.16;transaction 151
152;1967131;9413;68.23;transaction 152
153;5396331;4829;9.39;transaction 153
154;4011035;8738;39.08;transaction 154
155;5179930;6539;17.84;transaction 155
156;1625544;4565;51.69;transaction 156
157;3319037;8091;84.28;transaction 157
158;2105070;7072;44.83;transaction 158
159;8624295;4765;83.77;transaction 159
160;1968308;6207;33.94;transaction 160
161;3044388;3008;29.75;transaction 161
162;4335037;2773;92.43;transaction 162
163;4333716;7992;13.38;transaction 163
164;8523353;5096;27.32;transaction 164
165;4784982;4685;48.13;transaction 165
166;6709050;9468;92.39;transaction 166
167;2903861;2028;45.39;transaction 167
168;1954187;2498;31.85;transaction 168
169;3699098;5687;58.13;transaction 169
170;3385432;7865;17.08;transaction 170
171;2432797;1752;96.54;transaction 171
172;4132147;2555;100.78;transaction 172
173;2575973;9186;74.8;transaction 173
174;3589029;5545;64.65;transaction 174
175;4794243;5023;49.81;transaction 175
176;2784275;3626;2.18;transaction 176
177;6384809;5899;64.65;transaction 177
178;2778639;3604;12.22;transaction 178
179;1759739;4087;27.38;transaction 179
180;8585636;2253;64.74;transaction 180
181;2900930;7398;14.98;transaction 181
182;1804426;2489;15.96;transaction 182
183;7516103;3833;9.78;transaction 183
184;2794967;3476;5.39;transaction 184
185;1003970;4205;92.92;transaction 185
186;2451712;5154;45.36;transaction 186
187;8526762;5372;15.36;transaction 187
188;2450941;5454;57.4;transaction 188
189;1642426;1342;24.54;transaction 189
190;3100762;7841;59.27;transaction 190
191;2438832;6630;22.2;transaction 191
192;3036295;2026;51.15;transaction 192
193;4798583;7067;6.02;transaction 193
194;3562263;4437;12.42;transaction 194
195;1964498;9854;99.94;transaction 195
196;2300087;4584;86.63;transaction 196
197;2790876;4396;66.3;transaction 197
198;1761989;6244;79.94;transaction 198
199;1957692;1339;71.23;transaction 199
200;3979591;8705;91.25;transaction 200
201;1646061;8897;13.33;transaction 201
202;3397242;5664;32.55;transaction 202
203;5194244;7501;63.98;transaction 203
204;6382053;3383;69.78;transaction 204
205;3397534;5260;5.21;transaction 205
206;8526221;8435;62.4;transaction 206
207;2601860;2718;30.09;transaction 207
